Lottery Number,Project Name,PHN,Street Name,Boro,NC/Pres,Oversight Agency,Unit Size,Rent,Number of Units,Eligible Household Size,income_min1,income_max1,hh_size2,income_min2,income_max2,hh_size3,income_min3,income_max3,hh_size4,income_min4,income_max4,hh_size5,income_min5,income_max5,hh_size6,income_min6,income_max6,Total Application Count,OPEN APPLICATION PERIOD START,open_year,Project Close,Open Market units 
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,1,558,3,1,21086,26720,2,21086,30560,,,,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,1,720,7,1,26640,33400,2,26640,38200,,,,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,1,882,5,1,32195,40080,2,32195,45840,,,,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,1,1254,3,1,44949,53440,2,44949,61120,,,,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,2,676,4,2,25166,30560,3,25166,34360,4,25166,38160,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,2,870,9,2,31818,38200,3,31818,42950,4,31818,47700,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,2,1065,6,2,38503,45840,3,38503,51540,4,38503,57240,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,2,1511,5,2,53795,61120,3,53795,69,4,53795,76320,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,3,775,2,4,29143,38160,5,29143,41240,6,29143,44280,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,3,1000,2,4,36858,47700,5,36858,51550,6,36858,55350,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,3,1224,3,4,44538,57240,5,44538,61860,6,44538,66420,,,,,,,,,,56179,5/2/17,2017,5/1/18,
351,Walton Avenue Apartments,1561,WALTON AVENUE,2,New Construction,HPD,3,1740,1,4,62229,76320,5,62229,82480,6,62229,88560,,,,,,,,,,56179,5/2/17,2017,5/1/18,
352,West 29th Street Apartments,221,WEST 29 STREET,1,New Construction,HPD,0,833,4,1,30446,40080,,,,,,,,,,,,,,,,46450,5/3/17,2017,STILL IN PROGRESS,
352,West 29th Street Apartments,221,WEST 29 STREET,1,New Construction,HPD,1,895,13,1,32640,40080,2,32640,45840,,,,,,,,,,,,,46450,5/3/17,2017,STILL IN PROGRESS,
352,West 29th Street Apartments,221,WEST 29 STREET,1,New Construction,HPD,2,1082,2,2,39086,45840,3,39086,51540,4,39086,57240,,,,,,,,,,46450,5/3/17,2017,STILL IN PROGRESS,
354,407 E 160 Development LLC,407,EAST 160 STREET,2,New Construction,HPD,1,1348,4,1,46218,53440,2,46218,61120,,,,,,,,,,,,,21049,5/10/17,2017,8/1/18,
354,407 E 160 Development LLC,407,EAST 160 STREET,2,New Construction,HPD,2,1521,4,2,52149,61120,3,52149,68720,4,52149,76320,,,,,,,,,,21049,5/10/17,2017,8/1/18,
355,WATERMARK LIC Apartments,44-15,PURVES STREET,4,New Construction,HPD,0,908,14,1,33018,40080,,,,,,,,,,,,,,,,41343,5/15/17,2017,10/4/18,
355,WATERMARK LIC Apartments,44-15,PURVES STREET,4,New Construction,HPD,1,974,15,1,35319,40080,2,35349,45840,,,,,,,,,,,,,41343,5/15/17,2017,10/4/18,
355,WATERMARK LIC Apartments,44-15,PURVES STREET,4,New Construction,HPD,2,1176,5,2,42309,45840,3,42309,51540,4,42309,57240,,,,,,,,,,41343,5/15/17,2017,10/4/18,
357,785 Dekalb Avenue,785,DE KALB AVENUE,3,New Construction,HPD,0,833,1,1,28560,40080,,,,,,,,,,,,,,,,32935,5/16/17,2017,11/1/18,
357,785 Dekalb Avenue,785,DE KALB AVENUE,3,New Construction,HPD,1,926,6,1,31749,40080,2,31749,45840,,,,,,,,,,,,,32935,5/16/17,2017,11/1/18,
357,785 Dekalb Avenue,785,DE KALB AVENUE,3,New Construction,HPD,2,1043,7,2,35760,45840,3,35760,51540,4,35760,57240,,,,,,,,,,32935,5/16/17,2017,11/1/18,
358,866 East 178th Street,866,EAST 178 STREET,2,New Construction,HPD,1,1348,4,1,46218,53440,2,46218,61120,,,,,,,,,,,,,20573,5/16/17,2017,11/1/18,
358,866 East 178th Street,866,EAST 178 STREET,2,New Construction,HPD,2,1521,5,2,52149,61120,3,52149,68720,4,52149,76320,,,,,,,,,,20573,5/16/17,2017,11/1/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,0,368,2,1,14503,20040,,,,,,,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,0,519,2,1,19680,26720,,,,,,,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,0,670,1,1,24858,33400,,,,,,,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,0,822,1,1,30069,40080,,,,,,,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,1,558,5,1,21086,26720,2,21086,30560,,,,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,1,720,6,1,26640,33400,2,26640,38200,,,,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,1,882,23,1,32195,40080,2,32195,45840,,,,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,1,1208,10,1,43372,66800,2,43372,76400,,,,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,2,676,2,2,25166,30560,3,25166,34360,4,25166,38160,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,2,870,4,2,31818,38200,3,31818,42950,4,31818,47700,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,2,1065,10,2,38503,45840,3,38503,51540,4,38503,57240,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,2,1458,7,2,51978,76400,3,51978,85900,4,51978,95400,,,,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,3,775,5,3,29143,34360,4,29143,38160,5,29143,41240,6,29143,44280,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,3,1000,3,3,36858,42950,4,36858,47700,5,36858,51550,6,36858,55350,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,3,1224,4,3,44538,51540,4,44538,57240,5,44538,61860,6,44538,66420,,,,,,,61730,5/17/17,2017,12/3/18,
359,THE GRAHAM,2551,3 AVENUE,2,New Construction,HDC,3,1683,2,3,60275,85900,4,60275,95400,5,60275,103100,6,60275,110700,,,,,,,61730,5/17/17,2017,12/3/18,
360,781 Metropolitan Avenue,785,METROPOLITAN AVENUE,3,New Construction,HPD,0,867,4,1,31612,40080,,,,,,,,,,,,,,,,33548,5/22/17,2017,STILL IN PROGRESS,
360,781 Metropolitan Avenue,785,METROPOLITAN AVENUE,3,New Construction,HPD,1,931,4,1,33875,40080,2,33875,45840,,,,,,,,,,,,,33548,5/22/17,2017,STILL IN PROGRESS,
360,781 Metropolitan Avenue,785,METROPOLITAN AVENUE,3,New Construction,HPD,2,1123,8,2,40492,45840,3,40492,51540,4,40492,57240,,,,,,,,,,33548,5/22/17,2017,STILL IN PROGRESS,
361,LORING PLACE NORTH,2264,LORING PLACE NORTH,2,New Construction,HPD,1,931,9,1,34389,40080,2,34389,45840,,,,,,,,,,,,,21337,5/23/17,2017,5/3/18,
361,LORING PLACE NORTH,2264,LORING PLACE NORTH,2,New Construction,HPD,2,1123,5,2,41109,45840,3,41109,51540,4,41109,57240,,,,,,,,,,21337,5/23/17,2017,5/3/18,
362,387 Manhattan Avenue,387,MANHATTAN AVENUE,3,New Construction,HPD,0,958,2,1,32846,40080,,,,,,,,,,,,,,,,28848,5/24/17,2017,3/1/18,
362,387 Manhattan Avenue,387,MANHATTAN AVENUE,3,New Construction,HPD,1,1096,1,1,37578,40080,2,37578,45840,,,,,,,,,,,,,28848,5/24/17,2017,3/1/18,
363,317 St Marks Ave,313,ST MARKS AVENUE,3,New Construction,HPD,0,856,3,1,29349,40080,,,,,,,,,,,,,,,,32206,5/31/17,2017,8/1/18,
363,317 St Marks Ave,313,ST MARKS AVENUE,3,New Construction,HPD,1,958,4,1,32846,40080,2,32846,45840,,,,,,,,,,,,,32206,5/31/17,2017,8/1/18,
363,317 St Marks Ave,313,ST MARKS AVENUE,3,New Construction,HPD,2,1114,8,2,38195,45840,3,38195,51540,4,38195,57240,,,,,,,,,,32206,5/31/17,2017,8/1/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,0,368,1,1,14503,20040,,,,,,,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,0,519,1,1,19680,26720,,,,,,,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,0,670,1,1,24858,33400,,,,,,,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,0,822,1,1,30069,40080,,,,,,,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,1,396,2,1,15532,20040,2,15532,22920,,,,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,1,558,4,1,21086,26720,2,21086,30560,,,,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,1,720,4,1,26640,33400,2,26640,38200,,,,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,1,882,12,1,32195,40080,2,32195,45840,,,,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,2,482,6,2,18515,22920,3,18515,25770,4,18515,28620,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,2,676,8,2,25166,30560,3,25166,34360,4,25166,38160,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,2,870,8,2,31818,38200,3,31818,42950,4,31818,47700,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,2,1065,35,2,38503,45840,3,38503,51540,4,38503,57240,,,,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,3,551,2,3,21463,25770,4,21463,28620,5,21463,30930,6,21463,33210,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,3,775,3,3,29143,34360,4,29143,38160,5,29143,41240,6,29143,44280,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,3,1000,3,3,36858,42950,4,36858,47700,5,36858,51550,6,36858,55350,,,,,,,56496,1/0/00,2017,11/12/18,
364,La Casa del Mundo,3475,3 AVENUE,2,New Construction,HDC,3,1224,10,3,44538,51540,4,44538,57240,5,44538,61860,6,44538,66420,,,,,,,56496,1/0/00,2017,11/12/18,
365,26-27 2nd STREET,26-29,2 STREET,4,New Construction,HPD,1,889,4,1,30480,40080,2,30480,45840,,,,,,,,,,,,,55321,6/5/17,2017,12/1/17,
365,26-27 2nd STREET,26-29,2 STREET,4,New Construction,HPD,2,1001,2,2,34320,45840,3,34320,51540,4,34320,57240,,,,,,,,,,55321,6/5/17,2017,12/1/17,
367,280 Ashland Place,15,LAFAYETTE AVENUE,3,New Construction,HPD,0,886,7,1,32709,66800,,,,,,,,,,,,,,,,70606,6/12/17,2017,STILL IN PROGRESS,
367,280 Ashland Place,15,LAFAYETTE AVENUE,3,New Construction,HPD,0,1078,3,1,39292,66800,,,,,,,,,,,,,,,,70606,6/12/17,2017,STILL IN PROGRESS,
367,280 Ashland Place,15,LAFAYETTE AVENUE,3,New Construction,HPD,0,1482,6,1,53143,110220,,,,,,,,,,,,,,,,70606,6/12/17,2017,STILL IN PROGRESS,
367,280 Ashland Place,15,LAFAYETTE AVENUE,3,New Construction,HPD,0,1794,3,1,63840,110220,,,,,,,,,,,,,,,,70606,6/12/17,2017,STILL IN PROGRESS,
367,280 Ashland Place,15,LAFAYETTE AVENUE,3,New Construction,HPD,1,1360,3,1,49098,66800,2,49098,76400,,,,,,,,,,,,,70606,6/12/17,2017,STILL IN PROGRESS,
367,280 Ashland Place,15,LAFAYETTE AVENUE,3,New Construction,HPD,1,2255,3,1,79783,110220,2,79783,126060,,,,,,,,,,,,,70606,6/12/17,2017,STILL IN PROGRESS,
367,280 Ashland Place,15,LAFAYETTE AVENUE,3,New Construction,HPD,2,1642,12,2,58903,76400,3,58903,85900,4,58903,95400,,,,,,,,,,70606,6/12/17,2017,STILL IN PROGRESS,
367,280 Ashland Place,15,LAFAYETTE AVENUE,3,New Construction,HPD,2,2715,12,2,95692,126060,3,95692,141735,4,95692,157410,,,,,,,,,,70606,6/12/17,2017,STILL IN PROGRESS,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,0,368,3,1,14503,20040,,,,,,,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,0,519,4,1,19680,26720,,,,,,,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,0,822,1,1,30069,40080,,,,,,,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,1,396,3,1,15532,20040,2,15532,22920,,,,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,1,558,6,1,21086,26720,2,21086,30560,,,,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,1,720,4,1,26640,33400,2,26640,38200,,,,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,1,882,11,1,32195,40080,2,32195,45840,,,,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,1,1254,7,1,44949,66800,2,44949,76400,,,,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,2,482,3,2,18515,22920,3,18515,25770,4,18515,28620,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,2,676,3,2,25166,30560,3,25166,34360,4,25166,38160,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,2,870,9,2,31818,38200,3,31818,42950,4,31818,47700,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,2,1065,20,2,38503,45840,3,38503,51540,4,38503,57240,,,,,,,,,,65350,6/14/17,2017,11/6/18,
368,THE PAVILION AT LOCUST MANOR,171-04,BAISLEY BOULEVARD,4,New Construction,HDC,2,1511,10,2,53795,76400,3,53795,85900,4,53795,95400,,,,,,,,,,65350,6/14/17,2017,11/6/18,
369,530 EXTERIOR STREET,110,EAST 149 STREET,2,New Construction,HDC,0,822,19,1,30069,40080,,,,,,,,,,,,,,,,53624,6/19/17,2017,7/31/18,
369,530 EXTERIOR STREET,110,EAST 149 STREET,2,New Construction,HDC,1,882,53,1,32195,40080,2,32195,45840,,,,,,,,,,,,,53624,6/19/17,2017,7/31/18,
369,530 EXTERIOR STREET,110,EAST 149 STREET,2,New Construction,HDC,2,1065,43,2,38503,45840,3,38503,51540,4,38503,57240,,,,,,,,,,53624,6/19/17,2017,7/31/18,
369,530 EXTERIOR STREET,110,EAST 149 STREET,2,New Construction,HDC,3,1224,9,3,44538,51540,4,44538,57240,5,44538,61860,6,44538,66420,,,,,,,53624,6/19/17,2017,7/31/18,
370,1007 Atlantic Avenue,1007,ATLANTIC AVENUE,3,New Construction,HPD,0,780,2,1,26743,40080,,,,,,,,,,,,,,,,38278,6/21/17,2017,STILL IN PROGRESS,
370,1007 Atlantic Avenue,1007,ATLANTIC AVENUE,3,New Construction,HPD,1,806,3,1,27635,40080,2,27635,45840,,,,,,,,,,,,,38278,6/21/17,2017,STILL IN PROGRESS,
370,1007 Atlantic Avenue,1007,ATLANTIC AVENUE,3,New Construction,HPD,2,973,5,2,33360,45840,3,33360,51540,4,33360,57240,,,,,,,,,,38278,6/21/17,2017,STILL IN PROGRESS,
371,2264 Morris Avenue,2264,MORRIS AVENUE,2,New Construction,HPD,1,882,19,1,32195,40080,2,32195,45840,,,,,,,,,,,,,55129,7/3/17,2017,STILL IN PROGRESS,
371,2264 Morris Avenue,2264,MORRIS AVENUE,2,New Construction,HPD,1,1254,4,1,44948,66800,2,44948,76400,,,,,,,,,,,,,55129,7/3/17,2017,STILL IN PROGRESS,
371,2264 Morris Avenue,2264,MORRIS AVENUE,2,New Construction,HPD,2,1065,19,2,38503,45840,3,38503,51540,4,38503,57240,,,,,,,,,,55129,7/3/17,2017,STILL IN PROGRESS,
371,2264 Morris Avenue,2264,MORRIS AVENUE,2,New Construction,HPD,2,1511,6,2,53795,76400,3,53795,85900,4,53795,95400,,,,,,,,,,55129,7/3/17,2017,STILL IN PROGRESS,
371,2264 Morris Avenue,2264,MORRIS AVENUE,2,New Construction,HPD,3,1224,10,3,44538,51540,4,44538,57240,5,44538,61860,6,44538,66420,,,,,,,55129,7/3/17,2017,STILL IN PROGRESS,
371,2264 Morris Avenue,2264,MORRIS AVENUE,2,New Construction,HPD,3,1740,4,3,62229,85900,4,62229,95400,5,62229,103100,6,62229,110700,,,,,,,55129,7/3/17,2017,STILL IN PROGRESS,
372,Williamsburg Apartments 33 Ten Eyck,33,TEN EYCK,3,New Construction,HDC,1,589,1,1,22149,26720,2,22149,30560,,,,,,,,,,,,,75059,2/29/16,2016,12/18/17,
372,Williamsburg Apartments 33 Ten Eyck,33,TEN EYCK,3,New Construction,HDC,1,929,8,1,33806,40080,2,33806,45840,,,,,,,,,,,,,75059,2/29/16,2016,12/18/17,
372,Williamsburg Apartments 33 Ten Eyck,33,TEN EYCK,3,New Construction,HDC,2,1121,5,2,40423,45840,3,40423,51540,4,40423,57240,,,,,,,,,,75059,2/29/16,2016,12/18/17,
373,183 Tompkins LLC,183,TOMPKINS AVENUE,3,New Construction,HPD,2,1114,2,2,38195,45840,3,38195,51540,4,38195,57240,,,,,,,,,,27418,7/6/17,2017,STILL IN PROGRESS,
374,174 North 11th Street Apts,174,NORTH 11 STREET,3,New Construction,HPD,0,722,2,1,30480,40080,,,,,,,,,,,,,,,,38472,7/7/17,2017,STILL IN PROGRESS,
374,174 North 11th Street Apts,174,NORTH 11 STREET,3,New Construction,HPD,1,741,3,1,34183,40080,2,34183,45840,,,,,,,,,,,,,38472,7/7/17,2017,STILL IN PROGRESS,
374,174 North 11th Street Apts,174,NORTH 11 STREET,3,New Construction,HPD,2,900,5,3,41692,45840,3,41692,51540,4,41692,57240,,,,,,,,,,38472,7/7/17,2017,STILL IN PROGRESS,
375,452 LAFAYETTE AVENUE APARTMENTS,452,LAFAYETTE AVENUE,3,New Construction,HPD,1,947,1,1,32469,40080,2,32469,45840,,,,,,,,,,,,,30340,7/10/17,2017,1/18/19,
375,452 LAFAYETTE AVENUE APARTMENTS,452,LAFAYETTE AVENUE,3,New Construction,HPD,2,1072,1,2,36755,45840,3,36755,51540,4,36755,57240,,,,,,,,,,30340,7/10/17,2017,1/18/19,
376,2211 Third Ave,2211,3 AVENUE,1,New Construction,HPD,0,913,3,1,33189,40080,,,,,,,,,,,,,,,,63525,7/13/17,2017,STILL IN PROGRESS,
376,2211 Third Ave,2211,3 AVENUE,1,New Construction,HPD,1,980,7,1,35555,40080,2,35555,45840,,,,,,,,,,,,,63525,7/13/17,2017,STILL IN PROGRESS,
376,2211 Third Ave,2211,3 AVENUE,1,New Construction,HPD,2,1183,12,2,42549,45840,3,42549,51540,4,42549,57240,,,,,,,,,,63525,7/13/17,2017,STILL IN PROGRESS,
377,40 West 126th Street,40,WEST 126 STREET,1,New Construction,HPD,1,1015,2,1,34800,40080,2,34800,45840,,,,,,,,,,,,,28583,7/13/17,2017,STILL IN PROGRESS,
378,1060 Rev James Polite Ave,1060,REV JAMES POLITE AVENUE,2,New Construction,HPD,0,710,12,1,26229,33400,,,,,,,,,,,,,,,,44725,7/14/17,2017,STILL IN PROGRESS,
378,1060 Rev James Polite Ave,1060,REV JAMES POLITE AVENUE,2,New Construction,HPD,0,862,2,1,31440,40080,,,,,,,,,,,,,,,,44725,7/14/17,2017,STILL IN PROGRESS,
378,1060 Rev James Polite Ave,1060,REV JAMES POLITE AVENUE,2,New Construction,HPD,2,1107,12,2,39943,45840,3,39943,51540,4,39943,57240,,,,,,,,,,44725,7/14/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,0,548,4,1,20675,26720,,,,,,,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,0,865,11,1,31543,40080,,,,,,,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,0,1049,2,1,37852,60120,,,,,,,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,0,1212,2,1,43440,86840,,,,,,,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,1,589,8,1,22149,26720,2,22149,30560,,,,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,1,929,17,1,33806,40080,2,33806,45840,,,,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,1,1320,16,1,47212,60120,2,47212,68760,,,,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,1,1524,16,1,54206,86840,2,54206,99320,,,,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,2,713,5,2,26435,30560,3,26435,34360,4,26435,38160,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,2,1121,15,2,40432,45840,3,40423,51540,4,40423,57240,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,2,1591,3,2,56538,68760,3,56538,77310,4,56538,85860,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,2,1835,3,2,64903,99320,3,64903,111670,4,64903,124020,,,,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,3,817,5,3,30583,34360,4,30583,38160,5,30583,41240,6,30583,44280,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,3,1289,15,3,46766,51540,4,46766,57240,5,46766,61860,6,46766,66420,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,3,1831,5,3,65349,77310,4,65349,85860,5,65349,92790,6,65349,99630,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
379,810 RIVER,810,RIVER AVENUE,2,New Construction,HDC,3,2113,6,3,75018,111670,4,75018,124020,5,75018,134030,6,75018,143910,,,,,,,66216,7/28/17,2017,STILL IN PROGRESS,
380,Stone House,73-02,COOPER AVENUE,4,New Construction,HDC,0,670,12,1,25303,33400,,,,,,,,,,,,,,,,49696,8/2/17,2017,10/22/18,
380,Stone House,73-02,COOPER AVENUE,4,New Construction,HDC,1,882,41,1,32709,40080,2,32709,45840,,,,,,,,,,,,,49696,8/2/17,2017,10/22/18,
380,Stone House,73-02,COOPER AVENUE,4,New Construction,HDC,2,1065,8,2,39120,45840,3,39120,51540,4,39120,57240,,,,,,,,,,49696,8/2/17,2017,10/22/18,
380,Stone House,73-02,COOPER AVENUE,4,New Construction,HDC,3,1224,3,3,45292,51540,4,45292,57240,5,45292,61860,6,45292,66420,,,,,,,49696,8/2/17,2017,10/22/18,
382,VIA 57 WEST,625,WEST 57 STREET,1,New Construction,HPD,0,1448,1,1,51532,60120,,,,,,,,,,,,,,,,64085,8/11/17,2017,8/1/18,
382,VIA 57 WEST,625,WEST 57 STREET,1,New Construction,HPD,0,1615,1,1,57258,66800,,,,,,,,,,,,,,,,64085,8/11/17,2017,8/1/18,
382,VIA 57 WEST,625,WEST 57 STREET,1,New Construction,HPD,0,1782,1,1,62983,73480,,,,,,,,,,,,,,,,64085,8/11/17,2017,8/1/18,
382,VIA 57 WEST,625,WEST 57 STREET,1,New Construction,HPD,0,1949,5,1,68709,80160,,,,,,,,,,,,,,,,64085,8/11/17,2017,8/1/18,
382,VIA 57 WEST,625,WEST 57 STREET,1,New Construction,HPD,1,1554,3,1,55234,60120,2,55234,68760,,,,,,,,,,,,,64085,8/11/17,2017,8/1/18,
382,VIA 57 WEST,625,WEST 57 STREET,1,New Construction,HPD,1,1733,4,1,61372,66800,2,61732,76400,,,,,,,,,,,,,64085,8/11/17,2017,8/1/18,
382,VIA 57 WEST,625,WEST 57 STREET,1,New Construction,HPD,1,1912,4,1,67509,73480,2,67509,84080,,,,,,,,,,,,,64085,8/11/17,2017,8/1/18,
